Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price,Split
Carnegie,1/60 Mimosa Rd,2,u,S,Woodards,16/07/2016,11.4,3163.0,2.0,1.0,1.0,0.0,73.0,1970.0,Glen Eira,-37.8897,145.0524,Southern Metropolitan,7822.0,455000.0,Train
Hadfield,13 Gish Ct,5,h,VB,YPA,23/04/2016,12.1,3046.0,5.0,2.0,1.0,808.0,,,Moreland,-37.7091,144.9491,Northern Metropolitan,2606.0,800000.0,Train
Essendon,22 Nimmo St,4,h,S,Nelson,10/09/2016,8.0,3040.0,4.0,3.0,2.0,256.0,217.0,2015.0,Moonee Valley,-37.7527,144.8957,Western Metropolitan,9264.0,1160000.0,Train
Box Hill,35 Barkly St,3,h,S,Noel,20/05/2017,13.1,3128.0,3.0,1.0,2.0,689.0,152.0,1920.0,Whitehorse,-37.8262,145.1301,Eastern Metropolitan,4605.0,1760000.0,Train
Maribyrnong,1/59 Middle Rd,2,t,S,Biggin,15/07/2017,4.3,3032.0,2.0,1.0,2.0,198.0,,2009.0,Maribyrnong,-37.76703,144.88915,Western Metropolitan,4918.0,675000.0,Train
Doncaster,41 Highview Dr,3,h,S,Darren,13/08/2016,13.9,3108.0,3.0,1.0,2.0,1157.0,,,Manningham,-37.7934,145.1336,Eastern Metropolitan,9028.0,1310000.0,Train
West Footscray,28 Tucker St,2,h,S,Biggin,19/08/2017,6.4,3012.0,2.0,1.0,1.0,332.0,,,,-37.79136,144.87618999999995,Western Metropolitan,5058.0,855000.0,Train
Beaumaris,33 Reserve Rd,6,h,PI,C21,3/06/2017,17.3,3193.0,6.0,3.0,4.0,730.0,,,Bayside,-37.98825,145.03226999999995,Southern Metropolitan,5366.0,1660000.0,Train
Thomastown,24 Simpson St,3,h,S,HAR,23/09/2017,15.3,3074.0,3.0,1.0,1.0,573.0,,,,-37.67939000000001,145.00143,Northern Metropolitan,7955.0,720000.0,Train
Albert Park,97 Page St,3,h,S,Greg,18/03/2017,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,Port Phillip,-37.8473,144.9551,Southern Metropolitan,3280.0,3010000.0,Train
Pascoe Vale,3/238 Cumberland Rd,2,u,S,Brad,13/05/2017,9.9,3044.0,2.0,1.0,1.0,136.0,,,Moreland,-37.7218,144.9406,Northern Metropolitan,7485.0,496000.0,Train
Canterbury,8 Dudley Pde,5,h,VB,Jellis,15/10/2016,9.0,3126.0,5.0,2.0,4.0,838.0,282.0,1910.0,Boroondara,-37.8252,145.0721,Southern Metropolitan,3265.0,2350000.0,Train
Northcote,43 Salisbury Gr,4,h,VB,Jellis,28/08/2016,5.5,3070.0,4.0,3.0,2.0,187.0,,1970.0,Darebin,-37.7642,145.0025,Northern Metropolitan,11364.0,1300000.0,Train
Surrey Hills,20 Everton Gr,5,h,S,Marshall,10/12/2016,11.2,3127.0,5.0,3.0,2.0,777.0,362.0,1925.0,Whitehorse,-37.8287,145.1054,Southern Metropolitan,5457.0,2630000.0,Train
Maribyrnong,6/82 Raleigh Rd,1,u,S,Frank,17/06/2017,4.3,3032.0,1.0,1.0,1.0,887.0,45.0,1972.0,Maribyrnong,-37.76878,144.89197,Western Metropolitan,4918.0,301000.0,Train
Ormond,616 North Rd,2,h,S,Eview,14/05/2016,11.8,3204.0,2.0,1.0,2.0,300.0,,,Glen Eira,-37.9045,145.0426,Southern Metropolitan,3578.0,765000.0,Train
Lower Plenty,1/29 Main Rd,2,u,VB,Fletchers,12/08/2017,14.6,3093.0,2.0,1.0,1.0,119.0,,,Banyule,-37.72861,145.109,Eastern Metropolitan,1624.0,420000.0,Train
Balwyn North,6 Leicester St,4,h,S,Jellis,18/03/2017,9.2,3104.0,4.0,1.0,4.0,1042.0,,,Boroondara,-37.7908,145.101,Southern Metropolitan,7809.0,1670000.0,Train
South Kingsville,7A Brunel St,3,t,S,Williams,13/05/2017,9.1,3015.0,3.0,2.0,2.0,148.0,,,Hobsons Bay,-37.8287,144.8705,Western Metropolitan,984.0,815000.0,Train
St Albans,11 Craigielea Av,2,h,PI,RW,15/07/2017,14.0,3021.0,2.0,1.0,2.0,419.0,135.0,1975.0,Brimbank,-37.7398,144.80348,Western Metropolitan,14042.0,610000.0,Train
Albert Park,121 Richardson St,3,h,S,hockingstuart,16/09/2017,3.0,3206.0,3.0,2.0,,152.0,161.0,1900.0,,-37.84662,144.95675,Southern Metropolitan,3280.0,1960000.0,Train
Malvern East,3/6 Peverill St,2,u,S,Noel,4/03/2017,11.2,3145.0,2.0,1.0,2.0,196.0,109.0,1970.0,Stonnington,-37.8796,145.0876,Southern Metropolitan,8801.0,790000.0,Train
Niddrie,2 Hanson St,3,h,S,Nelson,18/06/2016,11.2,3042.0,3.0,2.0,2.0,403.0,,,Moonee Valley,-37.7324,144.8765,Western Metropolitan,2291.0,773000.0,Train
Sunshine West,87 Nicholson Pde,3,t,SP,Douglas,4/06/2016,13.5,3020.0,3.0,3.0,1.0,344.0,178.0,2004.0,Brimbank,-37.7967,144.8083,Western Metropolitan,6763.0,450000.0,Train
Brunswick,246 Victoria St,2,h,S,Jellis,12/11/2016,5.2,3056.0,2.0,1.0,1.0,199.0,93.0,1900.0,Moreland,-37.7676,144.9659,Northern Metropolitan,11918.0,890000.0,Train
Hawthorn,50 Kinkora Rd,4,h,VB,Kay,19/11/2016,4.6,3122.0,4.0,4.0,2.0,905.0,373.0,1913.0,Boroondara,-37.8168,145.0321,Southern Metropolitan,11308.0,5050000.0,Train
Albert Park,17 Reed St,3,h,PI,Marshall,28/08/2016,3.3,3206.0,3.0,2.0,2.0,147.0,134.0,1890.0,Port Phillip,-37.8448,144.9453,Southern Metropolitan,3280.0,1740000.0,Train
Docklands,202/440 Docklands Dr,4,t,S,Raine,13/08/2016,1.9,3008.0,4.0,2.0,2.0,0.0,,,Melbourne,-37.8141,144.9387,Southern Metropolitan,4707.0,1370000.0,Train
Glenroy,8 Kalang Rd,3,h,S,Eview,27/05/2017,11.2,3046.0,3.0,1.0,1.0,584.0,153.0,1960.0,Moreland,-37.71016,144.9215,Northern Metropolitan,8870.0,922000.0,Train
Lalor,17 Menzies Pde,3,h,S,Ray,8/07/2017,16.3,3075.0,3.0,1.0,2.0,575.0,113.0,1970.0,Whittlesea,-37.67146,145.03232,Northern Metropolitan,8279.0,622000.0,Train
Kew,302 Cotham Rd,4,h,PI,RT,17/09/2016,5.6,3101.0,4.0,2.0,1.0,687.0,180.0,1955.0,Boroondara,-37.8096,145.0529,Southern Metropolitan,10331.0,1312000.0,Train
Avondale Heights,2 Arbor Tce,4,h,S,Nelson,4/06/2016,10.5,3034.0,3.0,2.0,2.0,569.0,225.0,2008.0,Moonee Valley,-37.7654,144.8655,Western Metropolitan,4502.0,1155000.0,Train
Glenroy,14 Wheatsheaf Rd,3,t,S,Eview,29/04/2017,13.0,3046.0,3.0,2.0,3.0,300.0,,2013.0,Moreland,-37.7098,144.9266,Northern Metropolitan,8870.0,720000.0,Train
Gladstone Park,10 Taunton Pl,4,h,S,YPA,27/05/2017,12.9,3043.0,4.0,2.0,2.0,634.0,,1980.0,Hume,-37.68368,144.88976,Western Metropolitan,3285.0,635000.0,Train
Heidelberg,57 Quinn St,4,h,S,Nelson,17/06/2017,8.9,3084.0,4.0,1.0,2.0,630.0,237.0,1950.0,Banyule,-37.74863,145.07202,Eastern Metropolitan,2890.0,1230000.0,Train
Footscray,4 Adelaide St,4,h,SP,Nelson,3/12/2016,6.4,3011.0,4.0,2.0,1.0,319.0,130.0,1915.0,Maribyrnong,-37.7943,144.8875,Western Metropolitan,7570.0,1225000.0,Train
Brighton,48 Were St,3,u,S,Marshall,22/08/2016,11.2,3186.0,3.0,2.0,0.0,0.0,,,Bayside,-37.9249,144.9928,Southern Metropolitan,10579.0,1250000.0,Train
Oakleigh East,3/1 Inga St,3,u,S,Buxton,3/06/2017,12.3,3166.0,3.0,1.0,1.0,211.0,90.0,2004.0,Monash,-37.89941,145.11523,Southern Metropolitan,2547.0,740000.0,Train
Maribyrnong,34 MacEdon St,3,h,S,Biggin,30/07/2016,8.7,3032.0,3.0,1.0,1.0,594.0,,1940.0,Maribyrnong,-37.7804,144.8878,Western Metropolitan,4918.0,1010000.0,Train
Heidelberg West,1 Goodenough Ct,3,h,S,Barry,4/03/2017,9.4,3081.0,3.0,2.0,0.0,643.0,,,Banyule,-37.737,145.0364,Eastern Metropolitan,2674.0,830000.0,Train
Sunshine,13 Union St,3,h,S,Bells,15/10/2016,12.6,3020.0,3.0,1.0,1.0,490.0,,,Brimbank,-37.7892,144.8432,Western Metropolitan,3755.0,735000.0,Train
Fawkner,169 Anderson Rd,3,h,S,hockingstuart,29/04/2017,12.4,3060.0,3.0,1.0,2.0,638.0,,,Moreland,-37.6952,144.9613,Northern Metropolitan,5070.0,730000.0,Train
Brighton,3 Adamson St,4,h,VB,Marshall,26/08/2017,10.5,3186.0,4.0,3.0,2.0,635.0,,1930.0,,-37.91559,144.99885,Southern Metropolitan,10579.0,3200000.0,Train
Vermont,11 Manhattan Sq,4,h,S,hockingstuart,12/08/2017,17.2,3133.0,4.0,2.0,0.0,539.0,192.0,1978.0,Whitehorse,-37.83459000000001,145.21264,Eastern Metropolitan,4181.0,980000.0,Train
Newport,15 Jubilee St,4,h,S,Greg,17/09/2016,8.4,3015.0,3.0,2.0,2.0,299.0,198.0,2004.0,Hobsons Bay,-37.8477,144.8706,Western Metropolitan,5498.0,1040000.0,Train
Northcote,2/195 Clarke St,2,u,S,Harcourts,25/02/2017,5.5,3070.0,2.0,1.0,1.0,0.0,,2012.0,Darebin,-37.7765,144.9984,Northern Metropolitan,11364.0,692000.0,Train
Kew East,73 Belford Rd,3,h,S,Jellis,4/03/2017,7.5,3102.0,3.0,1.0,3.0,650.0,,,Boroondara,-37.7955,145.0473,Southern Metropolitan,2671.0,1750000.0,Train
Glenroy,3/28 Stanley St,3,t,S,Barry,10/09/2016,13.0,3046.0,3.0,2.0,1.0,136.0,130.0,2014.0,Moreland,-37.7112,144.9142,Northern Metropolitan,8870.0,545000.0,Train
Port Melbourne,334 Howe Pde,2,h,S,Greg,27/11/2016,3.8,3207.0,2.0,1.0,1.0,347.0,,,Port Phillip,-37.8366,144.9225,Southern Metropolitan,8648.0,1180000.0,Train
Yarraville,112 Francis St,2,h,S,Village,25/02/2017,7.0,3013.0,2.0,1.0,0.0,261.0,,,Maribyrnong,-37.8209,144.8896,Western Metropolitan,6543.0,740000.0,Train
Keilor East,1/36 Phillip Rd,2,h,S,Nelson,14/05/2016,12.8,3033.0,2.0,1.0,1.0,116.0,,,Moonee Valley,-37.74800000000001,144.8696,Western Metropolitan,5629.0,380000.0,Train
Williamstown,110 Bayview St,3,h,S,RT,4/06/2016,8.0,3016.0,3.0,2.0,2.0,315.0,174.0,1990.0,Hobsons Bay,-37.8595,144.8868,Western Metropolitan,6380.0,1200000.0,Train
Heidelberg Heights,18 Shelley St,2,h,S,Ray,12/06/2016,10.5,3081.0,2.0,1.0,1.0,428.0,84.0,1950.0,Banyule,-37.7418,145.0513,Eastern Metropolitan,2947.0,584000.0,Train
Sunshine West,1/40 Warmington Rd,3,h,SP,Jellis,27/06/2016,13.5,3020.0,3.0,1.0,2.0,367.0,114.0,1970.0,Brimbank,-37.8018,144.8246,Western Metropolitan,6763.0,305000.0,Train
Mernda,9 Powlett St,4,h,S,Buckingham,17/06/2017,25.9,3754.0,4.0,2.0,2.0,512.0,,,Whittlesea,-37.61133,145.0945,Northern Metropolitan,5812.0,596000.0,Train
Yarraville,122 Stephen St,1,u,SP,hockingstuart,11/02/2017,7.0,3013.0,1.0,1.0,2.0,0.0,83.0,2004.0,Maribyrnong,-37.8173,144.894,Western Metropolitan,6543.0,510000.0,Train
Hampton,64 Earlsfield Rd,4,h,S,Buxton,27/06/2016,13.7,3188.0,4.0,3.0,2.0,562.0,228.0,1950.0,Bayside,-37.9369,145.0163,Southern Metropolitan,5454.0,1460000.0,Train
Thomastown,160 Dalton Rd,3,h,S,Stockdale,27/05/2017,15.3,3074.0,3.0,1.0,2.0,551.0,,,Whittlesea,-37.67646,145.03083999999996,Northern Metropolitan,7955.0,550000.0,Train
Niddrie,3 Grandview Rd,3,h,SP,Brad,26/08/2017,10.4,3042.0,3.0,1.0,1.0,345.0,111.0,1950.0,,-37.73901,144.89154,Western Metropolitan,2291.0,845000.0,Train
The Basin,325 Forest Rd,3,h,S,Ray,8/07/2017,27.0,3154.0,3.0,1.0,1.0,518.0,102.0,1960.0,Knox,-37.85971,145.31036,Eastern Metropolitan,1690.0,477000.0,Train
Bentleigh,25 Mitchell St,3,h,S,hockingstuart,19/11/2016,13.0,3204.0,3.0,2.0,3.0,568.0,,,Glen Eira,-37.9246,145.0383,Southern Metropolitan,6795.0,1448000.0,Train
Brunswick,404/9 Florence St,2,u,SP,Jellis,27/05/2017,5.2,3056.0,2.0,1.0,0.0,0.0,,,Moreland,-37.76162,144.9608,Northern Metropolitan,11918.0,755000.0,Train
Thornbury,50 Leinster Gr,3,h,S,Nelson,17/09/2016,6.5,3071.0,3.0,1.0,1.0,562.0,156.0,1950.0,Darebin,-37.7602,144.9878,Northern Metropolitan,8870.0,1110000.0,Train
Ashburton,3A Crete Av,3,h,S,Jellis,23/09/2017,10.2,3147.0,3.0,1.0,3.0,407.0,93.0,1955.0,,-37.8696,145.0866,Southern Metropolitan,3052.0,1210000.0,Train
Altona,1/152 Blyth St,3,t,SP,Gunn&Co,12/11/2016,13.8,3018.0,3.0,2.0,2.0,211.0,176.0,,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301.0,743000.0,Train
West Footscray,16 Market St,3,h,S,Jas,22/07/2017,6.4,3012.0,3.0,1.0,2.0,269.0,111.0,1910.0,Maribyrnong,-37.79638,144.87911,Western Metropolitan,5058.0,850000.0,Train
Greensborough,5 Glenice St,3,h,S,Darren,27/05/2017,16.1,3088.0,3.0,1.0,3.0,580.0,142.0,1962.0,Banyule,-37.71536,145.10205,Northern Metropolitan,8524.0,740000.0,Train
Fitzroy North,111 Best St,3,h,SP,Nelson,16/04/2016,3.5,3068.0,3.0,2.0,1.0,104.0,110.0,1890.0,Yarra,-37.7813,144.9834,Northern Metropolitan,6244.0,1275000.0,Train
Wheelers Hill,3 Jensen Ct,4,h,PI,Barry,12/08/2017,16.7,3150.0,4.0,2.0,2.0,752.0,162.0,1971.0,Monash,-37.91212,145.1793,South-Eastern Metropolitan,7392.0,1157000.0,Train
Wantirna South,6/17 Pach Rd,3,h,S,Prof.,8/07/2017,14.7,3152.0,3.0,2.0,2.0,306.0,,2012.0,Knox,-37.85605,145.24496000000005,Eastern Metropolitan,7082.0,778000.0,Train
North Melbourne,2/150 Arden St,2,u,PI,hockingstuart,16/04/2016,2.3,3051.0,2.0,1.0,1.0,0.0,,1960.0,Melbourne,-37.8004,144.9465,Northern Metropolitan,6821.0,440000.0,Train
Toorak,2/635 Malvern Rd,2,u,S,Jellis,4/03/2017,4.6,3142.0,2.0,1.0,1.0,649.0,,1935.0,Stonnington,-37.8486,145.00799999999995,Southern Metropolitan,7217.0,876000.0,Train
Bentleigh,14 Sandra Gr,3,h,S,Buxton,15/10/2016,13.0,3204.0,3.0,2.0,2.0,592.0,,,Glen Eira,-37.933,145.0466,Southern Metropolitan,6795.0,1311000.0,Train
Abbotsford,52a William St,2,h,PI,Biggin,18/06/2016,2.5,3067.0,2.0,2.0,1.0,124.0,135.0,2013.0,Yarra,-37.8079,144.9977,Northern Metropolitan,4019.0,1100000.0,Train
Carlton North,122 Amess St,3,h,S,Nelson,14/05/2016,3.2,3054.0,2.0,2.0,1.0,190.0,,,Yarra,-37.7847,144.9741,Northern Metropolitan,3106.0,2210000.0,Train
Richmond,315/6 Lord St,1,u,VB,Jellis,7/11/2016,2.6,3121.0,1.0,1.0,1.0,0.0,52.0,2013.0,Yarra,-37.8198,145.005,Northern Metropolitan,14949.0,500000.0,Train
Keilor East,15 Shelley St,4,h,S,Nelson,19/08/2017,11.7,3033.0,4.0,1.0,2.0,615.0,176.0,1964.0,,-37.74127,144.86648,Western Metropolitan,5629.0,986000.0,Train
Glen Iris,8 Kenilworth Gr,4,h,S,Jellis,4/03/2017,9.2,3146.0,4.0,2.0,4.0,1318.0,,,Stonnington,-37.853,145.0491,Southern Metropolitan,10412.0,3110000.0,Train
Oak Park,15 Kiama St,2,t,S,Nelson,6/05/2017,11.5,3046.0,2.0,1.0,1.0,161.0,112.0,2015.0,Moreland,-37.712,144.9175,Northern Metropolitan,2651.0,600000.0,Train
Kew,3/89 Earl St,3,t,S,Hall,20/05/2017,5.6,3101.0,3.0,2.0,2.0,247.0,147.2,2007.0,Boroondara,-37.7944,145.0327,Southern Metropolitan,10331.0,835000.0,Train
Coburg North,3/1 Headley St,3,t,S,McGrath,4/03/2017,9.2,3058.0,3.0,1.0,1.0,178.0,120.0,2012.0,Moreland,-37.7297,144.9645,Northern Metropolitan,3445.0,631000.0,Train
Footscray,1 Stanlake St,4,h,S,hockingstuart,10/12/2016,6.4,3011.0,4.0,2.0,3.0,0.0,190.0,1950.0,Maribyrnong,-37.7923,144.8848,Western Metropolitan,7570.0,1300000.0,Train
Meadow Heights,13 Allendale Ct,3,h,S,RW,15/07/2017,17.4,3048.0,3.0,1.0,1.0,631.0,111.0,1960.0,Hume,-37.66004,144.92338,Northern Metropolitan,4704.0,520000.0,Train
Brighton,11 Foote St,4,h,S,Biggin,4/03/2017,11.2,3186.0,4.0,3.0,2.0,750.0,,,Bayside,-37.8966,144.993,Southern Metropolitan,10579.0,4250000.0,Train
Yarraville,122 Stephen St,1,h,PI,Jas,12/11/2016,7.0,3013.0,1.0,1.0,2.0,0.0,83.0,2004.0,Maribyrnong,-37.8173,144.894,Western Metropolitan,6543.0,470000.0,Train
Kew,23 Uvadale Gr,5,h,VB,Jellis,6/05/2017,5.6,3101.0,5.0,5.0,3.0,609.0,424.0,1970.0,Boroondara,-37.8064,145.0451,Southern Metropolitan,10331.0,3800000.0,Train
Avondale Heights,7A Downland Sq,4,h,S,Moonee,24/06/2017,9.5,3034.0,4.0,2.0,2.0,344.0,235.0,2004.0,Moonee Valley,-37.75861,144.86687,Western Metropolitan,4502.0,773000.0,Train
Port Melbourne,36/3 Seisman Pl,2,u,VB,Chisholm,3/12/2016,3.8,3207.0,2.0,2.0,2.0,21700.0,,2000.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0,1340000.0,Train
Footscray,39 Moore St,3,h,PI,Burnham,29/04/2017,6.4,3011.0,3.0,1.0,2.0,272.0,106.0,1920.0,Maribyrnong,-37.7977,144.904,Western Metropolitan,7570.0,895000.0,Train
Williamstown,60 Merrett Dr,4,h,SP,Williams,13/05/2017,8.0,3016.0,4.0,2.0,4.0,551.0,,,Hobsons Bay,-37.8579,144.8786,Western Metropolitan,6380.0,1412000.0,Train
Windsor,50 Lewisham Rd,3,h,S,Marshall,27/06/2016,5.1,3181.0,3.0,2.0,1.0,322.0,,1970.0,Stonnington,-37.8547,144.9995,Southern Metropolitan,4380.0,2368000.0,Train
Brighton East,18 Centre Rd,4,t,SP,Buxton,1/07/2017,10.3,3187.0,4.0,3.0,2.0,345.0,239.0,2001.0,Bayside,-37.91503,145.00888,Southern Metropolitan,6938.0,1731000.0,Train
Port Melbourne,3/1 Seisman Pl,2,u,S,Chisholm,27/11/2016,3.8,3207.0,2.0,1.0,1.0,0.0,100.0,2000.0,Port Phillip,-37.8424,144.9449,Southern Metropolitan,8648.0,735000.0,Train
Flemington,18 Shields St,2,h,S,Nelson,23/09/2017,3.4,3031.0,2.0,1.0,1.0,193.0,,,,-37.78749000000001,144.93203,Northern Metropolitan,3593.0,1100000.0,Train
Bulleen,1/54 Furneaux Gr,5,h,VB,Jellis,20/05/2017,11.8,3105.0,5.0,2.0,2.0,411.0,,,Manningham,-37.7784,145.091,Eastern Metropolitan,4480.0,760000.0,Train
Ashwood,8 Maroondah Rd,4,h,S,Buxton,13/08/2016,12.2,3147.0,4.0,3.0,2.0,724.0,,,Monash,-37.8651,145.1107,Southern Metropolitan,2894.0,1415000.0,Train
Carlton,254 Faraday St,3,h,SP,Woodards,7/05/2016,1.8,3053.0,2.0,2.0,2.0,100.0,106.0,1900.0,Melbourne,-37.7983,144.9655,Northern Metropolitan,6786.0,1590000.0,Train
Bentleigh,2/531 South Rd,3,t,PI,Ray,3/09/2016,13.0,3204.0,3.0,2.0,2.0,362.0,,1997.0,Glen Eira,-37.9336,145.043,Southern Metropolitan,6795.0,895000.0,Train
Watsonia,8 Castlereagh Pl,3,h,SP,Barry,22/04/2017,14.9,3087.0,3.0,1.0,2.0,312.0,,,Banyule,-37.7031,145.0773,Northern Metropolitan,2329.0,715000.0,Train
Melton,21 Sandra St,3,h,SP,PRDNationwide,1/07/2017,31.7,3337.0,3.0,1.0,2.0,900.0,100.0,1980.0,Melton,-37.68738,144.57415,Western Victoria,3600.0,480000.0,Train
Doncaster,34 Henry St,5,h,PI,Barry,3/06/2017,12.4,3108.0,5.0,2.0,2.0,757.0,335.0,1980.0,Manningham,-37.77536,145.13163,Eastern Metropolitan,9028.0,1600000.0,Train
Newport,38 Speight St,2,h,S,RT,6/05/2017,8.4,3015.0,2.0,1.0,1.0,342.0,,,Hobsons Bay,-37.8425,144.8766,Western Metropolitan,5498.0,820000.0,Train
Carnegie,16a Blackwood St,2,u,S,Thomson,22/08/2016,11.4,3163.0,2.0,1.0,1.0,333.0,,,Glen Eira,-37.8867,145.0653,Southern Metropolitan,7822.0,983500.0,Train
Kensington,310/71 Henry St,1,u,VB,Edward,29/04/2017,4.2,3031.0,1.0,1.0,1.0,2592.0,,,Melbourne,-37.7961,144.9261,Northern Metropolitan,5263.0,380000.0,Train
Niddrie,26 Nolan St,3,h,S,Barry,16/04/2016,11.2,3042.0,3.0,1.0,1.0,654.0,,,Moonee Valley,-37.7412,144.8888,Western Metropolitan,2291.0,1076000.0,Train
Truganina,2/46 Westmeadows La,3,u,S,Barry,8/07/2017,18.4,3029.0,3.0,2.0,1.0,315.0,,,Wyndham,-37.84253,144.7227,Western Metropolitan,5811.0,453350.0,Train
Endeavour Hills,13 Merton Ct,3,h,S,Nicholls,29/07/2017,28.5,3802.0,3.0,1.0,8.0,665.0,,,Casey,-37.96837,145.25176000000005,South-Eastern Metropolitan,8443.0,580000.0,Train
Prahran,49/6 Williams Rd,1,u,SP,Buxton,28/08/2016,4.5,3181.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8584,145.0017,Southern Metropolitan,7717.0,240000.0,Train
Essendon,15 Albion St,4,h,SP,Nelson,4/03/2017,8.0,3040.0,4.0,2.0,1.0,288.0,210.0,1980.0,Moonee Valley,-37.7562,144.9286,Western Metropolitan,9264.0,900000.0,Train
Brighton,6c Lindsay St,3,u,S,Buxton,27/11/2016,11.2,3186.0,3.0,2.0,2.0,231.0,,,Bayside,-37.9121,144.9953,Southern Metropolitan,10579.0,1620000.0,Train
Reservoir,1/40 McComas St,2,u,S,Love,7/11/2016,11.2,3073.0,2.0,1.0,1.0,180.0,61.0,2004.0,Darebin,-37.7283,145.0207,Northern Metropolitan,21650.0,410000.0,Train
Carnegie,29 Holywood Gr,3,h,S,Gary,12/08/2017,10.1,3163.0,3.0,1.0,2.0,485.0,,,Glen Eira,-37.88553,145.05012,Southern Metropolitan,7822.0,1370000.0,Train
Reservoir,1/4 Kenilworth St,3,u,S,Barry,8/04/2017,11.2,3073.0,3.0,1.0,1.0,267.0,,,Darebin,-37.714,145.007,Northern Metropolitan,21650.0,631000.0,Train
Brunswick,22 Stanley St,4,h,S,Nelson,23/09/2017,5.2,3056.0,4.0,2.0,3.0,461.0,187.0,1930.0,,-37.76296,144.97239,Northern Metropolitan,11918.0,1770000.0,Train
Camberwell,1/28 Nevis St,2,u,S,Marshall,27/11/2016,7.8,3124.0,2.0,1.0,1.0,631.0,75.0,1970.0,Boroondara,-37.8434,145.08100000000005,Southern Metropolitan,8920.0,700000.0,Train
Bentleigh East,8 Marlborough St,3,h,S,Buxton,28/08/2016,13.9,3165.0,3.0,1.0,1.0,593.0,94.0,1950.0,Glen Eira,-37.9178,145.067,Southern Metropolitan,10969.0,1320000.0,Train
Montmorency,207 Rattray Rd,3,h,PI,Fletchers,1/07/2017,16.2,3094.0,3.0,1.0,1.0,1285.0,,,Banyule,-37.716,145.13452,Eastern Metropolitan,3891.0,960000.0,Train
Port Melbourne,178 Princes St,3,h,S,Chisholm,29/07/2017,3.5,3207.0,3.0,1.0,1.0,324.0,,,Port Phillip,-37.83789,144.93833999999995,Southern Metropolitan,8648.0,2730000.0,Train
West Footscray,4/17 Beaumont Pde,2,u,VB,Greg,28/08/2016,8.2,3012.0,2.0,1.0,1.0,781.0,82.0,2013.0,Maribyrnong,-37.8079,144.8684,Western Metropolitan,5058.0,420000.0,Train
Balwyn North,123 Winfield Rd,5,h,S,RT,27/11/2016,9.2,3104.0,5.0,2.0,3.0,845.0,199.0,1980.0,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809.0,1560000.0,Train
West Footscray,22 Hope St,3,h,S,Biggin,3/06/2017,6.4,3012.0,3.0,2.0,3.0,380.0,106.4,1945.0,Maribyrnong,-37.79194,144.87143999999995,Western Metropolitan,5058.0,1100000.0,Train
Thornbury,3/1 Smith St,3,t,SP,Jellis,13/05/2017,6.5,3071.0,3.0,2.0,1.0,0.0,166.0,2001.0,Darebin,-37.7579,145.0,Northern Metropolitan,8870.0,998000.0,Train
Tullamarine,3 Henderson Rd,4,h,S,Jason,1/07/2017,12.9,3043.0,4.0,1.0,6.0,763.0,,,Hume,-37.69048,144.87312,Western Metropolitan,3296.0,821000.0,Train
Glen Iris,111 Tooronga Rd,2,h,S,Jellis,16/09/2017,7.3,3146.0,2.0,2.0,1.0,241.0,,,,-37.86277000000001,145.04012,Southern Metropolitan,10412.0,1366000.0,Train
Burwood East,389 Blackburn Rd,3,h,S,Ray,8/07/2017,14.7,3151.0,3.0,2.0,2.0,668.0,140.0,1965.0,Whitehorse,-37.85695,145.15143999999995,Eastern Metropolitan,4048.0,1150000.0,Train
Altona North,16 Harris St,3,h,S,Sweeney,4/06/2016,11.1,3025.0,3.0,1.0,3.0,540.0,,,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132.0,623000.0,Train
Essendon North,5/15 Bulla Rd,2,u,S,Nelson,22/04/2017,9.4,3041.0,2.0,1.0,1.0,82.0,,1970.0,Moonee Valley,-37.743,144.9084,Western Metropolitan,1308.0,415500.0,Train
Port Melbourne,137 Ingles St,3,t,PI,Frank,27/11/2016,3.8,3207.0,3.0,2.0,2.0,0.0,134.0,2012.0,Port Phillip,-37.8317,144.9446,Southern Metropolitan,8648.0,950000.0,Train
Coburg,50a Rennie St,2,h,S,Nelson,24/09/2016,7.8,3058.0,2.0,1.0,1.0,483.0,,,Moreland,-37.7509,144.9696,Northern Metropolitan,11204.0,860000.0,Train
Ashburton,1/65 Ashburn Gr,4,t,VB,Noel,27/11/2016,11.0,3147.0,4.0,2.0,2.0,321.0,199.0,2007.0,Boroondara,-37.8693,145.08,Southern Metropolitan,3052.0,1250000.0,Train
Deer Park,5 Livingston St,3,h,S,Stockdale,27/05/2017,14.8,3023.0,3.0,1.0,3.0,531.0,,,Brimbank,-37.7572,144.76093,Western Metropolitan,6388.0,570000.0,Train
Brunswick,141 Gold St,2,h,S,Nelson,7/05/2016,5.2,3056.0,2.0,1.0,1.0,179.0,90.0,1890.0,Moreland,-37.7742,144.9542,Northern Metropolitan,11918.0,845500.0,Train
